stat_name,stat_value,file
mean_divergence,0.03875539026441854,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
mean_diversity,0.04827283452617133,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
divergence_slope,2.1907221256406028e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
diversity_slope,2.088241301055242e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
transition_score,5.454545454545454,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run8_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.4,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
mean_bl,0.008066958163035019,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
mean_int_bl,0.005613759358267716,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
mean_ext_bl,0.010463544687692308,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
mean_divergence,0.05755057688703056,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
mean_diversity,0.07726397539554067,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
divergence_slope,4.060672370977407e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
diversity_slope,4.3181116323204445e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
transition_score,5.818181818181818,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0.99_run9_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,7.2615384615384615,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
mean_bl,0.0091817791124031,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
mean_int_bl,0.006141388465625,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
mean_ext_bl,0.012175394518461538,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
mean_divergence,0.04887103651475039,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
mean_diversity,0.06933016501326858,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
divergence_slope,2.787886608046589e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
diversity_slope,2.807528260138594e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
transition_score,5.545454545454546,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run0_rep0_tr_summary_stats.csv
stat_name,stat_value,file
mean_leaf_depth,8.392307692307693,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
mean_bl,0.007207944613618677,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
mean_int_bl,0.0045191750519685036,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
mean_ext_bl,0.009834665646923077,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
mean_divergence,0.03988242473969794,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
mean_diversity,0.04747985673613442,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
divergence_slope,2.2132836105299217e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
diversity_slope,1.8448789340651534e-5,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
transition_score,4.7272727272727275,output/10137+1+B/simulations/10137+1+B_maxepi0.0_repcost0.001_conscost0_run1_rep0_tr_summary_stats.csv
stat_name,stat_value,file
